title,source_country,date,url,clean_text,headline_length_words,topic_category,month
"Afganistan , Gazzeye 530 Ton İnsani Yardım Gönderdi",Turkey,2026-04-16 14:30:00,https://www.haberler.com/guncel/afganistan-gazze-ye-530-ton-insani-yardim-gonderdi-19755759-haberi/,afganistan gazzeye 530 ton i nsani yardım gönderdi,8,Other,2026-04
Gazze için yelken açtılar - YENİ ASYA,Turkey,2026-04-06 13:00:00,https://www.yeniasya.com.tr/dunya/gazze-icin-yelken-actilar_621135,gazze için yelken açtılar yeni asya,6,Other,2026-04
İsrailliler Batı Şeriada bir Filistinliyi öldürdü,Turkey,2026-04-09 05:15:00,https://www.yeniakit.com.tr/haber/israilliler-bati-seriada-bir-filistinliyi-oldurdu-1994339.html,i srailliler batı şeriada bir filistinliyi öldürdü,7,Other,2026-04
Bursada Mescid - i Aksa ve Filistinli esirler için protesto,Turkey,2026-04-04 23:30:00,https://www.haksozhaber.net/bursada-mescid-i-aksa-ve-filistinli-esirler-icin-protesto-202457h.htm,bursada mescid i aksa ve filistinli esirler için protesto,9,Protest / Activism,2026-04
  Batı Şeriada yeni yerleşim onayı uluslararası hukukun ihlali  ,Turkey,2026-04-09 19:15:00,https://www.trthaber.com/haber/gundem/disisleri-israilin-bati-seriada-yeni-yerlesim-onayi-uluslararasi-hukukun-ihlali-941079.html,batı şeriada yeni yerleşim onayı uluslararası hukukun ihlali,8,Other,2026-04
Almanya - İsrail arasında  Batı Şeria  tartışması,Turkey,2026-04-14 12:30:00,https://www.aa.com.tr/tr/dunya/almanya-israil-arasinda-bati-seria-tartismasi/3905088,almanya i srail arasında batı şeria tartışması,7,Other,2026-04
Gazzede kemirgen alarmı : Salgın riski yükseliyor,Turkey,2026-04-03 18:15:00,https://www.yeniakit.com.tr/haber/gazzede-kemirgen-alarmi-salgin-riski-yukseliyor-1993345.html,gazzede kemirgen alarmı salgın riski yükseliyor,6,Other,2026-04
Hamastan İtalyaya destek,Turkey,2026-04-15 07:45:00,https://dogruhaber.com.tr/hamastan-italyaya-destek,hamastan i talyaya destek,4,Conflict / Attack,2026-04
"Gazze İslam Üniversitesi Eski Rektörü , Filistindeki zorlu eğitim şartlarını anlattı",Turkey,2026-04-13 13:45:00,https://www.risalehaber.com/gazze-islam-universitesi-eski-rektoru-filistindeki-zorlu-egitim-sartlarini-anlatti-451729h.htm,gazze i slam üniversitesi eski rektörü filistindeki zorlu eğitim şartlarını anlattı,11,Other,2026-04
Küresel Sumud Filosu Gazzeye doðru yola kýyor,Turkey,2026-04-12 08:15:00,https://www.aksam.com.tr/dunya/kuresel-sumud-filosu-gazzeye-dogru-yola-cikiyor/haber-1658086,küresel sumud filosu gazzeye doðru yola kýyor,7,Other,2026-04
İsrail Refah Sınır Kapısı  nı yine kapattı,Turkey,2026-04-07 12:30:00,https://www.haber7.com/dunya/haber/3618098-israil-refah-sinir-kapisini-yine-kapatti,i srail refah sınır kapısı nı yine kapattı,8,Other,2026-04
Küresel Sumud Filosu gücünü artırarak Barselonadan Gazzeye doğru yola çıktı,Turkey,2026-04-12 14:45:00,https://www.haberturk.com/kuresel-sumud-filosu-gucunu-artirarak-barselona-dan-gazze-ye-dogru-yola-cikti-3876771,küresel sumud filosu gücünü artırarak barselonadan gazzeye doğru yola çıktı,10,Other,2026-04
Strengthens Trump and Bibi  | Thomas Friedman Iran dilemma,United States,2026-04-12 15:15:00,https://freerepublic.com/focus/f-news/4374596/posts,strengthens trump and bibi thomas friedman iran dilemma,8,Politics / Election,2026-04
Gazzede sağlık sistemi küşün eşiğinde,Turkey,2026-04-07 15:30:00,https://www.haberler.com/guncel/gazze-de-saglik-sistemi-cokusun-esiginde-19726030-haberi/,gazzede sağlık sistemi küşün eşiğinde,5,Other,2026-04
Gazzede yarın 5 gün sürecek çocuk aşısı kampanyası başlatılacak,Turkey,2026-04-04 16:00:00,https://www.internethaber.com/gazzede-yarin-5-gun-surecek-cocuk-asisi-kampanyasi-baslatilacak-2438036h.htm,gazzede yarın 5 gün sürecek çocuk aşısı kampanyası başlatılacak,9,Other,2026-04
"Israeli settlers kill Palestinian during raid on occupied West Bank village - Dominican Republic Post – Caribbean News , Business , Travel & Culture",United States,2026-04-11 20:30:00,https://dominicanrepublicpost.com/israeli-settlers-kill-palestinian-during-raid-on-occupied-west-bank-village/,israeli settlers kill palestinian during raid on occupied west bank village dominican republic post caribbean news business travel culture,19,Aid / Humanitarian,2026-04
Israeli settlers kill Palestinian during raid on occupied West Bank village - Grenada Chronicle – Daily Grenada And Caribbean News,United States,2026-04-11 22:00:00,https://grenadachronicle.com/israeli-settlers-kill-palestinian-during-raid-on-occupied-west-bank-village/,israeli settlers kill palestinian during raid on occupied west bank village grenada chronicle daily grenada and caribbean news,18,Aid / Humanitarian,2026-04
Filistindeki yerel seçimde oy sayma işlemleri devam ediyor,Turkey,2026-04-25 22:15:00,https://www.haberler.com/guncel/filistin-deki-yerel-secimde-oy-sayma-islemleri-19781714-haberi/,filistindeki yerel seçimde oy sayma işlemleri devam ediyor,8,Other,2026-04
Les élections locales palestiniennes offrent à certains Gazaouis leur premier vote depuis des années,France,2026-04-25 18:45:00,https://www.zonebourse.com/actualite-bourse/les-elections-locales-palestiniennes-offrent-a-certains-gazaouis-leur-premier-vote-depuis-des-annees-ce7f59dcd981f520,les élections locales palestiniennes offrent à certains gazaouis leur premier vote depuis des années,14,Politics / Election,2026-04
Gazzedeki Filistinliler yerel seçimler için sandığa gitti,Turkey,2026-04-25 14:30:00,https://www.bursahakimiyet.com.tr/dunya/gazze-deki-filistinliler-yerel-secimler-icin-sandiga-gitti-1615505,gazzedeki filistinliler yerel seçimler için sandığa gitti,7,Other,2026-04
"Gazzedeki Filistinliler , katil İsrailin saldırıları gölgesinde yerel seçimler için sandığa gitti",Turkey,2026-04-25 15:45:00,https://www.konhaber.com/guncel/gazze_deki_filistinliler_katil_israil_in_saldirilari_golgesinde_yerel_secimler_icin_sandiga_gitti-1997906h,gazzedeki filistinliler katil i srailin saldırıları gölgesinde yerel seçimler için sandığa gitti,12,Other,2026-04
Filistindeki yerel seçimde oy sayma işlemleri devam ediyor,Turkey,2026-04-25 22:00:00,https://www.aa.com.tr/tr/dunya/filistindeki-yerel-secimde-oy-sayma-islemleri-devam-ediyor/3918141,filistindeki yerel seçimde oy sayma işlemleri devam ediyor,8,Other,2026-04
"Filistin Devlet Başkanı Abbas , tüm zorluklara rağmen Filistinlilerin sandık başına gitmesinden memnun",Turkey,2026-04-25 15:15:00,https://www.haberler.com/guncel/filistin-devlet-baskani-abbas-tum-zorluklara-19781332-haberi/,filistin devlet başkanı abbas tüm zorluklara rağmen filistinlilerin sandık başına gitmesinden memnun,12,Other,2026-04
"Filistin Başbakanı Mustafa , ateşkese rağmen Gazzeye çok az insani yardım sağlandığına dikkati çekti",Turkey,2026-04-20 16:45:00,https://www.aa.com.tr/tr/dunya/filistin-basbakani-mustafa-ateskese-ragmen-gazzeye-cok-az-insani-yardim-saglandigina-dikkati-cekti/3912452,filistin başbakanı mustafa ateşkese rağmen gazzeye çok az insani yardım sağlandığına dikkati çekti,13,Other,2026-04
Filistinde yıllar sonra yapılan seçimlerde  Abbas  üstünlüğü,Turkey,2026-04-26 16:15:00,https://haber.mynet.com/filistin-de-yillar-sonra-yapilan-secimlerde-abbas-ustunlugu-110107290860,filistinde yıllar sonra yapılan seçimlerde abbas üstünlüğü,7,Other,2026-04
İsrail ordusu Batı Şeriada 6 Filistinliyi yaraladı,Turkey,2026-04-26 09:30:00,https://www.bursahakimiyet.com.tr/gundem/israil-ordusu-bati-seria-da-6-filistinliyi-yaraladi-1615682,i srail ordusu batı şeriada 6 filistinliyi yaraladı,8,Other,2026-04
"Filistin Başbakanı Mustafa , ateşkese rağmen Gazzeye çok az insani yardım sağlandığına dikkati çekti",Turkey,2026-04-20 15:45:00,https://www.haberler.com/guncel/filistin-basbakani-gazze-deki-insani-durum-kotulesiyor-19767682-haberi/,filistin başbakanı mustafa ateşkese rağmen gazzeye çok az insani yardım sağlandığına dikkati çekti,13,Other,2026-04
Filistin sandık başında ! Gazzede 2005  ten bu yana ilk yerel seçim,Turkey,2026-04-25 14:45:00,https://www.posta.com.tr/dunya/filistin-sandik-basinda-gazzede-2005ten-bu-yana-ilk-yerel-secim-2986123,filistin sandık başında gazzede 2005 ten bu yana ilk yerel seçim,11,Other,2026-04
"Gazzedeki Filistinliler , İsrailin yol açtığı yıkımın gölgesinde yerel seçimler için sandığa gitti",Turkey,2026-04-25 13:45:00,https://www.haberler.com/guncel/gazze-deki-filistinliler-israil-in-yol-actigi-19781160-haberi/,gazzedeki filistinliler i srailin yol açtığı yıkımın gölgesinde yerel seçimler için sandığa gitti,13,Other,2026-04
"Filistin Dışişleri Bakanı Ağabekyan , Gazzede ateşkese rağmen  acıların devam ettiğini  belirtti",Turkey,2026-04-28 17:00:00,https://www.haberler.com/guncel/filistin-disisleri-bakani-agabekyan-gazze-de-19788568-haberi/,filistin dışişleri bakanı ağabekyan gazzede ateşkese rağmen acıların devam ettiğini belirtti,11,Other,2026-04
Filistinde gözler seçim sonuçlarında ! ,Turkey,2026-04-26 05:45:00,https://www.haber7.com/dunya/haber/3623014-filistinde-gozler-secim-sonuclarinda,filistinde gözler seçim sonuçlarında,4,Other,2026-04
"Guerre au Moyen - Orient  : 21 ans après , Israël rétablit une colonie illégale à Sa - Nour , en Cisjordanie occupée",France,2026-04-19 22:00:00,https://www.leparisien.fr/international/israel/guerre-au-moyen-orient-21-ans-apres-israel-retablit-une-colonie-illegale-a-sa-nour-en-cisjordanie-occupee-19-04-2026-2S76IEK25JBKLHJRADPZUGBFJI.php,guerre au moyen orient 21 ans après israël rétablit une colonie illégale à sa nour en cisjordanie occupée,18,Other,2026-04
Filistinde gözler yerel seçim sonuçlarında,Turkey,2026-04-26 09:30:00,https://www.bursahakimiyet.com.tr/dunya/filistin-de-gozler-yerel-secim-sonuclarinda-1615667,filistinde gözler yerel seçim sonuçlarında,5,Other,2026-04
Filistin Dışişleri Bakanı Antalyadan dünyaya seslendi : Soykırım halen devam ediyor,Turkey,2026-04-21 01:15:00,https://www.turkiyegazetesi.com.tr/dunya/filistin-disisleri-bakani-antalyadan-dunyaya-seslendi-soykirim-halen-devam-ediyor-1785463,filistin dışişleri bakanı antalyadan dünyaya seslendi soykırım halen devam ediyor,10,Other,2026-04
"Gazzede 1 Mayıs öncesi işsizlik yüzde 68 , Batı Şeriada yüzde 28",Turkey,2026-04-30 15:45:00,https://www.aa.com.tr/tr/ekonomi/gazzede-1-mayis-oncesi-issizlik-yuzde-68-bati-seriada-yuzde-28-/3923361,gazzede 1 mayıs öncesi işsizlik yüzde 68 batı şeriada yüzde 28,11,Other,2026-04
"İsrail ordusu , işgal altındaki Batı Şeriada Filistinli bir genci öldürerek cenazesini alıkoydu",Turkey,2026-04-18 07:30:00,https://www.haberler.com/guncel/israil-ordusu-bati-seria-da-filistinli-genc-cenazesine-el-koydu-19760563-haberi/,i srail ordusu işgal altındaki batı şeriada filistinli bir genci öldürerek cenazesini alıkoydu,13,Other,2026-04
Filistin Esirler Cemiyeti : İsrail hapishanelerindeki Filistinli kadın sayısı 90  a ulaştı,Turkey,2026-04-22 14:15:00,https://www.aa.com.tr/tr/dunya/filistin-esirler-cemiyeti-israil-hapishanelerindeki-filistinli-kadin-sayisi-90a-ulasti/3914763,filistin esirler cemiyeti i srail hapishanelerindeki filistinli kadın sayısı 90 a ulaştı,12,Other,2026-04
İsrailli Bakan Smotrichten Gazze için işgal ve yerleşim çağrısı,Turkey,2026-04-20 02:45:00,https://www.ensonhaber.com/dunya/israilli-bakan-smotrichten-gazze-icin-isgal-ve-yerlesim-cagrisi,i srailli bakan smotrichten gazze için işgal ve yerleşim çağrısı,10,Other,2026-04
"İşgalci İsrail , Batı Şeriada Filistinlilere ait yapıları yıkıyor",Turkey,2026-04-23 18:15:00,https://www.bursadabugun.com/haber/isgalci-israil-bati-seria-da-filistinlilere-ait-yapilari-yikiyor-1916305.html,i şgalci i srail batı şeriada filistinlilere ait yapıları yıkıyor,10,Other,2026-04
BMden Gazze ve işgal altındaki Batı Şeriadaki durumun giderek kötüleştiği uyarısı,Turkey,2026-04-28 21:30:00,https://www.trthaber.com/haber/dunya/bmden-gazze-ve-isgal-altindaki-bati-seriadaki-durumun-giderek-kotulestigi-uyarisi-943320.html,bmden gazze ve işgal altındaki batı şeriadaki durumun giderek kötüleştiği uyarısı,11,Other,2026-04
Filistinlilere ait yapılar yıkılıyor,Turkey,2026-04-23 17:15:00,https://dogruhaber.com.tr/filistinlilere-ait-yapilar-yikiliyor,filistinlilere ait yapılar yıkılıyor,4,Other,2026-04
Palestinians cast ballots in first elections since Gaza war,United States,2026-04-25 11:15:00,https://www.channelnewsasia.com/world/palestine-gaza-first-elections-ballot-war-6080706,palestinians cast ballots in first elections since gaza war,9,Conflict / Attack,2026-04
Faible engouement des Palestiniens pour les élections municipales - 25 / 04 / 2026 à 20 : 35,France,2026-04-30 11:30:00,https://www.boursorama.com/actualite-economique/actualites/faible-engouement-des-palestiniens-pour-les-elections-municipales-c11a2b0e6cfbde658ea0bd5552d68478,faible engouement des palestiniens pour les élections municipales 25 04 2026 à 20 35,14,Other,2026-04
أكثر من ألف فنان يدعون لمقاطعة  يوروفيجن  رفضا لمشاركة  إسرائيل  ,Israel,2026-04-22 20:45:00,https://assabeel.net/70261,أكثر من ألف فنان يدعون لمقاطعة يوروفيجن رفضا لمشاركة إسرائيل,10,Other,2026-04
"Filistinliler , yerel seçimler için yarın sandık başına gidecek",Turkey,2026-04-24 15:30:00,https://www.aa.com.tr/tr/dunya/filistinliler-yerel-secimler-icin-yarin-sandik-basina-gidecek/3917081,filistinliler yerel seçimler için yarın sandık başına gidecek,8,Other,2026-04
"Filistinliler , yerel seçimler için yarın sandık başına gidecek",Turkey,2026-04-24 14:45:00,https://www.trthaber.com/haber/dunya/filistinliler-yerel-secimler-icin-yarin-sandik-basina-gidecek-942891.html,filistinliler yerel seçimler için yarın sandık başına gidecek,8,Other,2026-04
"Des Palestiniens appelés à voter aux municipales ce samedi , le premier scrutin depuis la guerre à Gaza",France,2026-04-25 05:45:00,https://www.bfmtv.com/international/moyen-orient/palestine/des-palestiniens-appeles-a-voter-aux-municipales-ce-samedi-le-premier-scrutin-depuis-la-guerre-a-gaza_AD-202604250065.html,des palestiniens appelés à voter aux municipales ce samedi le premier scrutin depuis la guerre à gaza,17,Politics / Election,2026-04
"İsrailliler , Batı Şeriada Filistinlilere ait 150 hayvanı çaldı",Turkey,2026-04-19 12:00:00,https://www.bursahakimiyet.com.tr/dunya/israilliler-bati-seria-da-filistinlilere-ait-150-hayvani-caldi-1611236,i srailliler batı şeriada filistinlilere ait 150 hayvanı çaldı,9,Other,2026-04
Japan and UNOPS launch $3 . 8 million project to bolster humanitarian access and health services in Gaza and West Bank,Israel,2026-04-20 13:45:00,https://english.wafa.ps/Pages/Details/169625,japan and unops launch 3 8 million project to bolster humanitarian access and health services in gaza and west bank,20,Aid / Humanitarian,2026-04
"BM : Gazzede geçen hafta saldırılar , bir önceki haftaya göre yüzde 46 arttı",Turkey,2026-04-21 21:30:00,https://www.trthaber.com/haber/dunya/bm-gazzede-gecen-hafta-saldirilar-bir-onceki-haftaya-gore-yuzde-46-artti-942527.html,bm gazzede geçen hafta saldırılar bir önceki haftaya göre yüzde 46 arttı,12,Other,2026-04
"İsrail ordusu , Batı Şeriadaki baskınlarda 50  den fazla Filistinliyi gözaltına aldı",Turkey,2026-04-20 09:45:00,https://www.haberler.com/guncel/israil-ordusu-bati-seria-daki-baskinlarda-50-den-19766271-haberi/,i srail ordusu batı şeriadaki baskınlarda 50 den fazla filistinliyi gözaltına aldı,12,Other,2026-04
"İngilterede 60 diplomattan ortak çağrı :  Kınama yetmez , İsraile yaptırım uygulanmalı  ",Turkey,2026-04-25 19:45:00,https://www.birgun.net/haber/ingiltere-de-60-diplomattan-ortak-cagri-kinama-yetmez-israil-e-yaptirim-uygulanmali-708309%20target=_blank%20class=stretched-link,i ngilterede 60 diplomattan ortak çağrı kınama yetmez i sraile yaptırım uygulanmalı,12,Other,2026-04
"İngilterede 60 diplomattan ortak çağrı :  Kınama yetmez , İsraile yaptırım uygulanmalı  ",Turkey,2026-04-25 19:15:00,https://www.birgun.net/haber/ingiltere-de-60-diplomattan-ortak-cagri-kinama-yetmez-israil-e-yaptirim-uygulanmali-708309,i ngilterede 60 diplomattan ortak çağrı kınama yetmez i sraile yaptırım uygulanmalı,12,Other,2026-04
Gazze savaşından sonra ilk : Filistinde halk sandık başında,Turkey,2026-04-25 09:15:00,https://www.ensonhaber.com/dunya/gazze-savasindan-sonra-ilk-filistinde-halk-sandik-basinda,gazze savaşından sonra ilk filistinde halk sandık başında,8,Other,2026-04
"İşgalci İsrail ordusu , Batı Şeriadaki baskınlarda 50  den fazla Filistinliyi gözaltına aldı",Turkey,2026-04-20 09:45:00,https://www.bursahakimiyet.com.tr/dunya/isgalci-israil-ordusu-bati-seria-daki-baskinlarda-50-den-fazla-filistinliyi-gozaltina-aldi-1611860,i şgalci i srail ordusu batı şeriadaki baskınlarda 50 den fazla filistinliyi gözaltına aldı,14,Other,2026-04
Cisjordanie  : le Fatah en tête des élections municipales,France,2026-04-26 18:30:00,https://www.sudouest.fr:443/international/moyen-orient/gaza/cisjordanie-le-fatah-en-tete-des-elections-municipales-28839980.php,cisjordanie le fatah en tête des élections municipales,8,Other,2026-04
Cisjordanie  : le Fatah en tête des élections municipales,France,2026-04-26 19:15:00,https://www.sudouest.fr/international/moyen-orient/gaza/cisjordanie-le-fatah-en-tete-des-elections-municipales-28839980.php,cisjordanie le fatah en tête des élections municipales,8,Other,2026-04
"Filistinliler , yerel seçimler için yarın sandık başına gidecek",Turkey,2026-04-24 18:15:00,https://www.haksozhaber.net/filistinliler-yerel-secimler-icin-yarin-sandik-basina-gidecek-203797h.htm,filistinliler yerel seçimler için yarın sandık başına gidecek,8,Other,2026-04
İsrail askerlerinin Batı Şeriadaki saldırısında bir Filistinli yaralandı,Turkey,2026-04-19 05:15:00,https://www.haberler.com/guncel/israil-askerlerinin-atesiyle-filistinli-isci-yaralandi-19763168-haberi/,i srail askerlerinin batı şeriadaki saldırısında bir filistinli yaralandı,9,Other,2026-04
UNRWA schools in West Bank drop to four - day weeks over funding issues,Israel,2026-04-26 15:00:00,http://www.jpost.com/middle-east/article-894184,unrwa schools in west bank drop to four day weeks over funding issues,13,Other,2026-04
"En Cisjordanie et à Gaza , les Palestiniens appelés aux urnes pour les premières élections depuis le début de la guerre",France,2026-04-25 09:30:00,https://www.20minutes.fr/monde/4220263-20260425-cisjordanie-gaza-palestiniens-appeles-urnes-premieres-elections-depuis-debut-guerre,en cisjordanie et à gaza les palestiniens appelés aux urnes pour les premières élections depuis le début de la guerre,20,Other,2026-04
Modi government has betrayed traditional Indian principles by its,United States,2026-04-23 22:15:00,http://www.bignewsnetwork.com/news/279007776/modi-government-has-betrayed-traditional-indian-principles-by-its-silence-on-gaza-war-impact-jairam-ramesh,modi government has betrayed traditional indian principles by its,9,Politics / Election,2026-04
Modi government has betrayed traditional Indian principles by its,Israel,2026-04-23 22:30:00,http://www.israelherald.com/news/279007776/modi-government-has-betrayed-traditional-indian-principles-by-its-silence-on-gaza-war-impact-jairam-ramesh,modi government has betrayed traditional indian principles by its,9,Politics / Election,2026-04
طالبهم بالضغط على الاحتلال لوقف اجراءاته واعادة اموال السلطة : مصطفى يلتقي عددا من المسؤولين الأوروبيين والدوليين ببروكسل,Israel,2026-04-21 11:15:00,https://pnn.ps/news/722062,طالبهم بالضغط على الاحتلال لوقف اجراءاته واعادة اموال السلطة مصطفى يلتقي عددا من المسؤولين الأوروبيين والدوليين ببروكسل,17,Other,2026-04
Rusyadan terörist İsraili rahatsız eden çıkış,Turkey,2026-04-28 21:00:00,https://www.yeniakit.com.tr/haber/rusyadan-terorist-israili-rahatsiz-eden-cikis-1998429.html,rusyadan terörist i sraili rahatsız eden çıkış,7,Other,2026-04
İsrail ordusu Batı Şeriada 10 Filistinlinin barındığı iki katlı bir evi yıktı,Turkey,2026-04-20 14:30:00,https://www.aa.com.tr/tr/dunya/israil-ordusu-bati-seriada-10-filistinlinin-barindigi-iki-katli-bir-evi-yikti/3912283,i srail ordusu batı şeriada 10 filistinlinin barındığı iki katlı bir evi yıktı,13,Other,2026-04
Eski Mossad Direktörü Tamir Pardo : Yahudi olmaktan utanıyorum,Turkey,2026-04-28 09:45:00,https://www.ensonhaber.com/dunya/eski-mossad-direktoru-tamir-pardo-yahudi-olmaktan-utaniyorum,eski mossad direktörü tamir pardo yahudi olmaktan utanıyorum,8,Other,2026-04
Palestinian officials hail local elections in a Gaza community and the West Bank,United States,2026-04-27 06:00:00,https://www.npr.org/2026/04/27/g-s1-118847/local-elections-in-gaza-and-the-west-bank,palestinian officials hail local elections in a gaza community and the west bank,13,Politics / Election,2026-04
عباس يبحث مع ملك الأردن الأوضاع بالضفة وغزة,Israel,2026-04-28 14:30:00,https://safa.ps/post/407029/%D8%B9%D8%A8%D8%A7%D8%B3-%D9%8A%D8%A8%D8%AD%D8%AB-%D9%85%D8%B9-%D9%85%D9%84%D9%83-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D8%A7%D9%84%D8%A3%D9%88%D8%B6%D8%A7%D8%B9-%D8%A8%D8%A7%D9%84%D8%B6%D9%81%D8%A9-%D9%88%D8%BA%D8%B2%D8%A9,عباس يبحث مع ملك الأردن الأوضاع بالضفة وغزة,8,Other,2026-04
Japan and UNFPA launch new project to deliver health and protection services for women and girls in Palestine,Israel,2026-04-20 18:00:00,https://english.wafa.ps/Pages/Details/169630,japan and unfpa launch new project to deliver health and protection services for women and girls in palestine,18,Other,2026-04
İsrail askerlerinin Batı Şeriadaki saldırısında bir Filistinli yaralandı,Turkey,2026-04-19 07:00:00,https://www.aa.com.tr/tr/dunya/israil-askerlerinin-bati-seriadaki-saldirisinda-bir-filistinli-yaralandi/3911080,i srail askerlerinin batı şeriadaki saldırısında bir filistinli yaralandı,9,Other,2026-04
بدعم ياباني بقيمة 2 . 4 مليون دولار ..  صندوق الأمم المتحدة للسكان  يطلق مشروعاً لترميم الخدمات الصحية للنساء في فلسطين,Israel,2026-04-20 15:45:00,https://pnn.ps/news/722045,بدعم ياباني بقيمة 2 4 مليون دولار صندوق الأمم المتحدة للسكان يطلق مشروعا لترميم الخدمات الصحية للنساء في فلسطين,19,Other,2026-04
Palestinians head to polls in first local elections since Gaza war began,Israel,2026-04-25 16:00:00,https://www.jpost.com/middle-east/article-894106,palestinians head to polls in first local elections since gaza war began,12,Conflict / Attack,2026-04
"AB bakanları ,  savaş suçu  gerekçesiyle İsrail ile ticaretin durdurulmasına karşı çıktı",United States,2026-04-21 19:30:00,https://tr.euronews.com/my-europe/2026/04/21/ab-bakanlari-savas-sucu-gerekcesiyle-israil-ile-ticaretin-durdurulmasina-karsi-cikti,ab bakanları savaş suçu gerekçesiyle i srail ile ticaretin durdurulmasına karşı çıktı,12,Other,2026-04
"Cisjordanie :  Nous enterrons lidée dun État palestinien  , Israël rétablit une colonie qui avait ét évacuée en 2005",France,2026-04-19 19:15:00,https://www.sudouest.fr:443/international/moyen-orient/israel/cisjordanie-nous-enterrons-l-idee-d-un-etat-palestinien-israel-retablit-une-colonie-qui-avait-ete-evacuee-en-2005-28754545.php,cisjordanie nous enterrons lidée dun état palestinien israël rétablit une colonie qui avait ét évacuée en 2005,17,Other,2026-04
Barışın önündeki en büyük engel İsrail,Turkey,2026-04-17 06:30:00,https://www.sabah.com.tr/gundem/2026/04/17/barisin-onundeki-en-buyuk-engel-israil,barışın önündeki en büyük engel i srail,7,Other,2026-04
Trabzonda Nehir Rehberliği ve Rafting Eğitimi düzenlendi,Turkey,2026-04-21 18:00:00,https://www.61saat.com/trabzonda-nehir-rehberligi-ve-rafting-egitimi-duzenlendi-1,trabzonda nehir rehberliği ve rafting eğitimi düzenlendi,7,Other,2026-04
"Çinin BM Daimi Temsilcisi Büyükelçi Fu :  Filistin meselesi , Orta Doğu sorununun özü niteliğindedir  ",Turkey,2026-04-28 19:45:00,https://www.haberler.com/guncel/cin-in-bm-daimi-temsilcisi-buyukelci-fu-filistin-19788844-haberi/,çinin bm daimi temsilcisi büyükelçi fu filistin meselesi orta doğu sorununun özü niteliğindedir,13,Other,2026-04
السفير عواد يطلع مجلس السفراء العرب في بكين على تطورات الأوضاع في فلسطين,Israel,2026-04-19 21:15:00,https://www.raya.ps/news/1216021.html,السفير عواد يطلع مجلس السفراء العرب في بكين على تطورات الأوضاع في فلسطين,13,Other,2026-04
בחירות מקומיות ברשות הפלסטינית,Israel,2026-04-25 19:45:00,https://www.inn.co.il/news/695349,בחירות מקומיות ברשות הפלסטינית,4,Other,2026-04
Filistinde yerel seçimlerin ardından oy sayımı sürüyor,Turkey,2026-04-25 22:15:00,https://mansethaber.com/dunya/filistinde-secim-sona-erdi-gozler-oy-sayimina-cevrildi,filistinde yerel seçimlerin ardından oy sayımı sürüyor,7,Other,2026-04
Filistinde gözler yerel seçim sonuçlarında,Turkey,2026-04-26 10:15:00,https://www.yenikonya.com.tr/dunya/filistin_de_gozler_yerel_secim_sonuclarinda-1977402,filistinde gözler yerel seçim sonuçlarında,5,Other,2026-04
Palestinian Local Elections Give Some Gazans First Chance to Vote in Years,Israel,2026-04-25 18:30:00,https://www.algemeiner.com/2026/04/25/palestinian-local-elections-give-some-gazans-first-chance-to-vote-in-years/,palestinian local elections give some gazans first chance to vote in years,12,Politics / Election,2026-04
AB - BM raporu : Gazzenin toparlanması ve yeniden inşası için 71 milyar dolardan fazlasına ihtiyaç var,United States,2026-04-21 19:30:00,https://tr.euronews.com/2026/04/21/ab-bm-raporu-gazzenin-toparlanmasi-ve-yeniden-insasi-icin-71-milyar-dolardan-fazlasina-iht,ab bm raporu gazzenin toparlanması ve yeniden inşası için 71 milyar dolardan fazlasına ihtiyaç var,15,Other,2026-04
مصطفى : الاستقرار الاقتصادي أولوية ويتطلب دعمًا ماليًا عاجلًا ومستدامًا,Israel,2026-04-20 15:45:00,https://pnn.ps/news/722046,مصطفى الاستقرار الاقتصادي أولوية ويتطلب دعم ا مالي ا عاجل ا ومستدام ا,13,Other,2026-04
Hamas : Yerel seçimler tüm meşruiyetlerin yenilenmesi için olumlu bir adımdır,Turkey,2026-04-26 17:45:00,https://www.haksozhaber.net/hamas-yerel-secimler-tum-mesruiyetlerin-yenilenmesi-icin-olumlu-bir-adimdir-203882h.htm,hamas yerel seçimler tüm meşruiyetlerin yenilenmesi için olumlu bir adımdır,10,Conflict / Attack,2026-04
60 former united kingdom ambassadors warn of Israel West Bank annexation steps – Middle East Monitor,Israel,2026-04-25 13:45:00,https://www.middleeastmonitor.com/20260425-60-former-uk-ambassadors-warn-of-israels-west-bank-annexation-steps/,60 former united kingdom ambassadors warn of israel west bank annexation steps middle east monitor,15,Conflict / Attack,2026-04
Local elections in the West Bank and part of Gaza could test public trust,United States,2026-04-25 12:45:00,https://www.ksat.com/news/world/2026/04/25/local-elections-in-the-west-bank-and-part-of-gaza-could-test-public-trust/,local elections in the west bank and part of gaza could test public trust,14,Politics / Election,2026-04
"Jailed Palestinian leader Barghouti could head  democratic renewal , son says",Israel,2026-04-24 13:00:00,https://www.al-monitor.com/originals/2026/04/jailed-palestinian-leader-barghouti-could-head-democratic-renewal-son-says,jailed palestinian leader barghouti could head democratic renewal son says,10,Other,2026-04
